condition,prompt_id,beta_ratio,layers,target,answer,correct,semantic_drift,attention_entropy,answer_tokens,repeat_frac,coherence_proxy
beta_0.25,p010,0.25,"9,3,8,10",Felix-010 BR-9725,"I Served As the fles s of the code
I was here I was
I was
Told here",0,0.40395689010620117,0.41644942574203014,18,0.2222222222222222,1.0
beta_0.25,p011,0.25,"9,3,8,10",Tara-011 DN-6726,Key hidden in the heart,0,0.4210318922996521,0.4148441571742296,5,0.2,1.0
beta_0.25,p012,0.25,"9,3,8,10",Dante-012 BR-8832,"## Solution
I.e. was the code
A B

## Solution
The code
I didn't
I",0,0.4665113687515259,0.41522772097960114,15,0.2,1.0
beta_0.25,p013,0.25,"9,3,8,10",Elena-013 EV-8771,I am a suitable code name.,0,0.36137789487838745,0.4110334445722401,6,0.16666666666666666,1.0
beta_0.25,p014,0.25,"9,3,8,10",Hugo-014 CY-5249,"## Solution
I have a +1, I have a +1 +1 +1 +1 +1 +1",0,0.40332216024398804,0.42135866545140743,14,0.5,1.0
beta_0.25,p015,0.25,"9,3,8,10",Pavel-015 AX-2011,"I Suggested: Probably
A
A
A
A
A
A
A
A
A",0,0.6211373209953308,0.4187596500851214,12,0.75,0.0
beta_0.25,p016,0.25,"9,3,8,10",Quinn-016 EV-4267,"I'm a plus, minus, plus, plus, plus, plus, plus, plus, plus, plus, plus",0,0.34782207012176514,0.4120518360286951,14,0.7142857142857143,0.0
beta_0.25,p017,0.25,"9,3,8,10",Hugo-017 AX-4484,"## Edition

Upon having found the requirements, we didn't see the possible options, we didn't, can, we",0,0.28242433071136475,0.4155274908989668,18,0.16666666666666666,1.0
beta_0.25,p018,0.25,"9,3,8,10",Nolan-018 DN-6556,"## Edition

I

Foundations

## Note

### Characteristics

## T

## Edition

## Edition

###",0,0.5835249722003937,0.41847844794392586,8,0.375,1.0
beta_0.25,p019,0.25,"9,3,8,10",Cora-019 BR-2716,"## Solution
I E was a assistant

## Solution
I didn't, I didn't, I didn",0,0.46910321712493896,0.41724304808303714,15,0.26666666666666666,1.0
beta_0.25,p020,0.25,"9,3,8,10",Basil-020 DN-2186,"I have survived the words the following, the result
The words the following, the result

The words the following,",0,0.2580603361129761,0.41793392319232225,19,0.42105263157894735,1.0
beta_0.25,p021,0.25,"9,3,8,10",Elena-021 EV-4906,"## Note : I

## Note

I

## Note

I

## Note

I

## Note

I",0,0.5459195375442505,0.4176990515552461,10,0.5,1.0
beta_0.25,p022,0.25,"9,3,8,10",Ada-022 AX-1251,"I  had the following.

Answer: Was the following.

Ideal.

Ideal.

No + ideal.

No + ideal.",0,0.40137189626693726,0.4130543270148337,14,0.2857142857142857,1.0
beta_0.25,p023,0.25,"9,3,8,10",Elena-023 CY-1891,"I am the original code twice the depth, the time, the depth, the time, the original, the original,",0,0.29130083322525024,0.42019508639350533,18,0.3888888888888889,1.0
beta_0.18,p000,0.18,"9,3,8,10",Kira-000 DN-1791,"## Self-Inself

I

## Self

## Self

## Self

## Self

## Self

## Self",0,0.5432714819908142,0.42514494666829705,9,0.7777777777777778,0.0
beta_0.18,p001,0.18,"9,3,8,10",Silas-001 BR-2013,"## Self note, although we had the words, the result, the words, the result, the words, the result",0,0.22890007495880127,0.42834728490561247,17,0.35294117647058826,1.0
beta_0.18,p002,0.18,"9,3,8,10",Rhea-002 EV-1976,"## Editions +plus

## Ch

## Editions +plus

## Editions +plus

## Editions",0,0.6509546637535095,0.42599652940407395,8,0.5,1.0
beta_0.18,p003,0.18,"9,3,8,10",Kira-003 CY-2199,"## Code

Note: I

##",0,0.5072517693042755,0.42751888651400805,3,0.3333333333333333,1.0
beta_0.18,p004,0.18,"9,3,8,10",Cora-004 DN-2064,"I apologize, for the following.

##",0,0.35417890548706055,0.42215621285140514,5,0.2,1.0
beta_0.18,p005,0.18,"9,3,8,10",Jules-005 BR-7519,"I am lass. No such
Such a notable for, our eyes were
Our days were for our eyes",0,0.3018535375595093,0.424307678360492,18,0.16666666666666666,1.0
beta_0.18,p006,0.18,"9,3,8,10",Cora-006 BR-4800,"## Con's explanation

I

## Con's

## Con's

## Con's

## Con's

##",0,0.6232338547706604,0.42756467172876,12,0.4166666666666667,1.0
beta_0.18,p007,0.18,"9,3,8,10",Rhea-007 DN-7536,"## Self-inadequacy

## Self

## Self

## Self

## Self

## Self

## Self",0,0.5533432364463806,0.42413231218233705,8,0.875,0.0
beta_0.18,p008,0.18,"9,3,8,10",Silas-008 EV-2662,"## Edition

I

## Edition

## Edition

## Edition

## Edition

## Edition

## Edition

##",0,0.6478255391120911,0.4228961602784693,8,0.875,0.0
beta_0.18,p009,0.18,"9,3,8,10",Pavel-009 AX-3361,## Note:,0,0.5189664959907532,0.42422418016940355,1,1.0,0.0
beta_0.18,p010,0.18,"9,3,8,10",Felix-010 BR-9725,"## Varietized knowledge minus the variations

Question: Varietized knowledge minus the variations

## Varietized",0,0.4760555624961853,0.4243229227140546,12,0.25,1.0
beta_0.18,p011,0.18,"9,3,8,10",Tara-011 DN-6726,"Key hidden

Ie 0

## Formula

Ie 0

## Formula

## Formula

## Formula",0,0.555365264415741,0.42343895230442286,10,0.4,1.0
beta_0.18,p012,0.18,"9,3,8,10",Dante-012 BR-8832,"## Solution
I.e. without the requirements
A just a solution
A just a solution
A just a solution",0,0.3977978229522705,0.42216544039547443,18,0.3333333333333333,1.0
beta_0.18,p013,0.18,"9,3,8,10",Elena-013 EV-8771,"## Solution

Ie solution

## Solution

## Solution

## Solution

## Solution

## Solution

## Solution",0,0.5625629425048828,0.4205432999879122,9,0.8888888888888888,0.0
beta_0.18,p014,0.18,"9,3,8,10",Hugo-014 CY-5249,"## For all the following

## For all the following

## For all the following

## For all

## For",0,0.3916458487510681,0.4305250961333513,15,0.3333333333333333,1.0
beta_0.18,p015,0.18,"9,3,8,10",Pavel-015 AX-2011,I Suggested,0,0.4963078498840332,0.426355198957026,2,0.5,1.0
beta_0.18,p016,0.18,"9,3,8,10",Quinn-016 EV-4267,Ie had.,0,0.5077128410339355,0.4193698316812515,2,0.5,1.0
beta_0.18,p017,0.18,"9,3,8,10",Hugo-017 AX-4484,"## Self note introduction about the choices

I wasn't only come a single

## Self

## Self

## Self",0,0.3679009675979614,0.4246312170289457,16,0.25,1.0
beta_0.18,p018,0.18,"9,3,8,10",Nolan-018 DN-6556,"## Editions

I

## Note

## Editions

## Note

## Editions

## Editions",0,0.5791957974433899,0.4281462589278817,7,0.5714285714285714,1.0
beta_0.18,p019,0.18,"9,3,8,10",Cora-019 BR-2716,"## Note although the notes also solved the ac

## Maximum

## Maximum

## Maximum

## Maximum

## Maximum",0,0.3424990177154541,0.42604739405214787,13,0.38461538461538464,1.0
beta_0.18,p020,0.18,"9,3,8,10",Basil-020 DN-2186,"I

##length

I

##algorithm
##e

##l

##l

##l

##l",0,0.7330102324485779,0.4269000790081918,9,0.4444444444444444,1.0
beta_0.18,p021,0.18,"9,3,8,10",Elena-021 EV-4906,"## Note although the notes had the

## Note had the notes open

## Note had the notes open

## Note",0,0.34034979343414307,0.4256491675041616,17,0.23529411764705882,1.0
beta_0.18,p022,0.18,"9,3,8,10",Ada-022 AX-1251,"Ie s and the s and the a plus

## Old notes the plus

Ie s plus

## I",0,0.4583926796913147,0.4234236399643123,17,0.17647058823529413,1.0
beta_0.18,p023,0.18,"9,3,8,10",Elena-023 CY-1891,I am the words that the best.,0,0.3076900243759155,0.4275944693945348,7,0.2857142857142857,1.0
beta_0.12,p000,0.12,"9,3,8,10",Kira-000 DN-1791,I am a single w/ the code either a+ the+ the+ the+ the+ the+ the+ the,0,0.42159509658813477,0.43044747575186193,16,0.5,1.0
beta_0.12,p001,0.12,"9,3,8,10",Silas-001 BR-2013,"## Self note introduction about the blades

## Self advisable not compatible for self notes

## Self

## Self note introduction",0,0.4061821699142456,0.43228051299229264,17,0.29411764705882354,1.0
beta_0.12,p002,0.12,"9,3,8,10",Rhea-002 EV-1976,"## Self evidently ready

Question

I

## Self

No

## Self

## Self

## Self

+",0,0.49854862689971924,0.4303618441335857,10,0.5,1.0
beta_0.12,p003,0.12,"9,3,8,10",Kira-003 CY-2199,"## Code

Note

I

## Algorithm
Note

## Algorithm

## Algorithm

## Algorithm

## Algorithm",0,0.5546334683895111,0.43262999318540096,9,0.5555555555555556,1.0
beta_0.12,p004,0.12,"9,3,8,10",Cora-004 DN-2064,"I

##length

I

##length

##I

##I

##I

##I

##I",0,0.6686358749866486,0.429665791336447,9,0.7777777777777778,0.0
beta_0.12,p005,0.12,"9,3,8,10",Jules-005 BR-7519,"I am lass needed. Our eyes were here, our hours ' needed

For, our eyes were here, our",0,0.2843877673149109,0.4297499102540314,17,0.23529411764705882,1.0
beta_0.12,p006,0.12,"9,3,8,10",Cora-006 BR-4800,"## Constriction

I

## Constriction

The

## Constriction

The

## Constriction

The",0,0.6383609175682068,0.4334876788780093,8,0.5,1.0
beta_0.12,p007,0.12,"9,3,8,10",Rhea-007 DN-7536,"## Self-inadequate alternative

## Self

## Self

## Self

## Self

## Self

## Self",0,0.5211935043334961,0.4294286319054663,9,0.7777777777777778,0.0
beta_0.12,p008,0.12,"9,3,8,10",Silas-008 EV-2662,"## Solution
That was the solution",0,0.45441579818725586,0.4268166469410062,5,0.4,1.0
beta_0.12,p009,0.12,"9,3,8,10",Pavel-009 AX-3361,## Note:,0,0.5218417644500732,0.42904421780258417,1,1.0,0.0
beta_0.12,p010,0.12,"9,3,8,10",Felix-010 BR-9725,"## Varietized knowledge minus the variations

Question

## Varietized

## Varietized

## Variet",0,0.5884122848510742,0.4281177930533886,9,0.3333333333333333,1.0
beta_0.12,p011,0.12,"9,3,8,10",Tara-011 DN-6726,"## Self-Injected necessary conditions

## Self

## Self

## Self

## Self

## Self

## Self",0,0.5393460690975189,0.4271858837455511,10,0.7,0.0
beta_0.12,p012,0.12,"9,3,8,10",Dante-012 BR-8832,"## Self-help

Note: Self-help

## Self

## Self

## Self

## Self

## Self",0,0.5493541359901428,0.42572610592469573,10,0.7,0.0
beta_0.12,p013,0.12,"9,3,8,10",Elena-013 EV-8771,"## Solution

### Solution

## Solution

### Key

## Key

## Key

## Key

## Key",0,0.5921194553375244,0.42649265425279737,8,0.625,0.0
beta_0.12,p014,0.12,"9,3,8,10",Hugo-014 CY-5249,"## For all the following

## For all the following

## For all

## For all

## For all",0,0.4124257564544678,0.43555793119594455,14,0.35714285714285715,1.0
beta_0.12,p015,0.12,"9,3,8,10",Pavel-015 AX-2011,"## Self-inadequate alternative noisy patch recommended
Recommended
For self-inadequate alternative

Adequate
Self",0,0.46031641960144043,0.4329191348515451,13,0.23076923076923078,1.0
beta_0.12,p016,0.12,"9,3,8,10",Quinn-016 EV-4267,Ie had.,0,0.5283313691616058,0.42401733389124274,2,0.5,1.0
beta_0.12,p017,0.12,"9,3,8,10",Hugo-017 AX-4484,"## Self note introduction about the hours 
even the audi for a audi's notes extra self open's hours 

## Self",0,0.33089137077331543,0.4298900030553341,20,0.15,1.0
beta_0.12,p018,0.12,"9,3,8,10",Nolan-018 DN-6556,"## Editions

I

## Note

## Editions

## Note

## Editions

## Editions",0,0.5927096009254456,0.43301971396431327,7,0.5714285714285714,1.0
beta_0.12,p019,0.12,"9,3,8,10",Cora-019 BR-2716,"## Note added about the alos, and the alos

## And the alos

## And the alos",0,0.34752345085144043,0.4312114529311657,14,0.2857142857142857,1.0
beta_0.12,p020,0.12,"9,3,8,10",Basil-020 DN-2186,"I replaced

I replaced

## Optional's secrets
I replaced

## Optional's secrets

I replaced

## Optional",0,0.6111618280410767,0.43150725262239575,15,0.26666666666666666,1.0
beta_0.12,p021,0.12,"9,3,8,10",Elena-021 EV-4906,"## Note although the notes extra

I

## Note

## Note

## Note

## Note

## Note",0,0.475288450717926,0.42974746227264404,11,0.5454545454545454,1.0
beta_0.12,p022,0.12,"9,3,8,10",Ada-022 AX-1251,"Ie s and the notes were the. 

A +w

Ereul s

+0

+0",0,0.4358404874801636,0.4279120587743819,13,0.15384615384615385,1.0
beta_0.12,p023,0.12,"9,3,8,10",Elena-023 CY-1891,I am the words of the best.,0,0.3424134850502014,0.43231100169941783,7,0.2857142857142857,1.0
beta_0.08,p000,0.08,"9,3,8,10",Kira-000 DN-1791,I am the code the words the result of the result of the result the words the result of the result the words the,0,0.3064725995063782,0.43312328797765076,24,0.4166666666666667,1.0
beta_0.08,p001,0.08,"9,3,8,10",Silas-001 BR-2013,"## Most

## Most

### Note

I

## Most

## Most

## Most

## Most

##",0,0.583626925945282,0.43456846522167325,8,0.75,0.0
beta_0.08,p002,0.08,"9,3,8,10",Rhea-002 EV-1976,"## Self evidently ready

Question

I

## Self

No

## Self

## Self

## Self

##",0,0.4966040849685669,0.4321971205063164,10,0.5,1.0
beta_0.08,p003,0.08,"9,3,8,10",Kira-003 CY-2199,"## Self-inade a problem a problem

## Self

## Self

## Self

## Self

## Self",0,0.5208263099193573,0.4352801092900336,11,0.5454545454545454,1.0
beta_0.08,p004,0.08,"9,3,8,10",Cora-004 DN-2064,"I

##length

The

##I

##I

##I

##I

##I

##I",0,0.6214067339897156,0.43211458809673786,9,0.7777777777777778,0.0
beta_0.08,p005,0.08,"9,3,8,10",Jules-005 BR-7519,"I am lass needed. Our eyes were here, typical.",0,0.31479084491729736,0.4323939410969615,9,0.1111111111111111,1.0
beta_0.08,p006,0.08,"9,3,8,10",Cora-006 BR-4800,"## Constriction

I

## Constriction

The

## Constriction

The

## Constriction

The",0,0.6402647197246552,0.4358412898145616,8,0.5,1.0
beta_0.08,p007,0.08,"9,3,8,10",Rhea-007 DN-7536,"## Self

Note: Self

## Self

## Self

## Self

## Self

## Self

## Self",0,0.5702181458473206,0.4318424975499511,9,0.8888888888888888,0.0
beta_0.08,p008,0.08,"9,3,8,10",Silas-008 EV-2662,"## Solution
And Me

## Solution
And Me

## And Me

## And Me

## And Me",0,0.5820416808128357,0.43109340872615576,12,0.4166666666666667,1.0
beta_0.08,p009,0.08,"9,3,8,10",Pavel-009 AX-3361,"I

## I

## I

## I

## I

## I

## I

## I

##",0,0.583148330450058,0.43320293026044965,8,1.0,0.0
beta_0.08,p010,0.08,"9,3,8,10",Felix-010 BR-9725,"## Self

And more

## Self

## Self

## Self

## Self

## Self

## Self",0,0.532877504825592,0.43095883075147867,9,0.7777777777777778,0.0
beta_0.08,p011,0.08,"9,3,8,10",Tara-011 DN-6726,"## Self evidently described

### Self

No

## Self

### Self

## Self

### Self

### Did",0,0.5669000744819641,0.42885906668379903,10,0.6,0.0
beta_0.08,p012,0.08,"9,3,8,10",Dante-012 BR-8832,"## Self-help

Note: Self-help

## Self

## Self

## Self

## Self

## Self",0,0.5492334961891174,0.42766511207446456,10,0.7,0.0
beta_0.08,p013,0.08,"9,3,8,10",Elena-013 EV-8771,"## Self notes on the words

I didn't have the words the words were the words the words were the words the",0,0.2817118167877197,0.43011190742254257,22,0.3181818181818182,1.0
beta_0.08,p014,0.08,"9,3,8,10",Hugo-014 CY-5249,"## For all

Note: 

I

## For all

Question: 

## For all

## For all",0,0.530184417963028,0.43798254569992423,11,0.36363636363636365,1.0
beta_0.08,p015,0.08,"9,3,8,10",Pavel-015 AX-2011,"## Self

Ie

## Self

## Self

## Self

## Self

## Self

## Self",0,0.5681311786174774,0.43504650378599763,8,0.875,0.0
beta_0.08,p016,0.08,"9,3,8,10",Quinn-016 EV-4267,"Ie time plus

A plus

Ie time plus

Ie plus

Ie plus

Ie plus",0,0.47765737771987915,0.42868818482384086,14,0.42857142857142855,1.0
beta_0.08,p017,0.08,"9,3,8,10",Hugo-017 AX-4484,"## Self

Note: Ideal

## Self

## Self

## Self

## Self

## Absorb the features",0,0.5745903849601746,0.43112879944965243,10,0.5,1.0
beta_0.08,p018,0.08,"9,3,8,10",Nolan-018 DN-6556,"## Description

### Note

I

## Description

## Description

## Description

## Description

## Description

##",0,0.5626125931739807,0.4353552903048694,8,0.75,0.0
beta_0.08,p019,0.08,"9,3,8,10",Cora-019 BR-2716,"## Note added about the alos, and the alos

## And the alos

## And the alos",0,0.35275155305862427,0.43329119542613626,14,0.2857142857142857,1.0
beta_0.08,p020,0.08,"9,3,8,10",Basil-020 DN-2186,"## Note added to the following

## Flexible

And finally, under the

## Note

## Note

## Note",0,0.43711042404174805,0.4336105538532138,13,0.3076923076923077,1.0
beta_0.08,p021,0.08,"9,3,8,10",Elena-021 EV-4906,"## Note although the notes extra

I

## Note

## Note

## Note

## Note

## Note",0,0.4823974370956421,0.4318831069394946,11,0.5454545454545454,1.0
beta_0.08,p022,0.08,"9,3,8,10",Ada-022 AX-1251,"Ie time a lot for the most done the done for the most

Ie time a lot for the done the",0,0.3450920581817627,0.4301474243402481,21,0.23809523809523808,1.0
beta_0.08,p023,0.08,"9,3,8,10",Elena-023 CY-1891,I am the words of the best.,0,0.34960007667541504,0.4347145021893084,7,0.2857142857142857,1.0
